rank,road_id,source,target,length_m,road_class,hotspot_score,hotspot_class,peak_flood_depth_m,mean_flood_depth_m,peak_combined_risk,mean_combined_risk,risk_duration,high_risk_duration,very_high_risk_duration,fraction_of_time_high_risk,first_high_risk_timestamp,first_critical_timestamp,peak_risk_timestamp,peak_flood_depth_timestamp,number_of_timestamps
1224,R-057,10696472308,10653501375,7.52,residential,0.189,LOW,0.108,0.049,0.2699,0.2053,1,0,0,0.0,,,T+90min,T+90min,6
1225,R-050,10653501375,473698890,29.16,residential,0.163,LOW,0.087,0.038,0.239,0.1866,0,0,0,0.0,,,T+90min,T+90min,6
1226,R-1241,473698890,10653501375,29.16,residential,0.163,LOW,0.087,0.038,0.239,0.1866,0,0,0,0.0,,,T+90min,T+90min,6
1227,R-1120,2897024595,2897024597,9.02,secondary,0.1551,LOW,0.079,0.038,0.2312,0.1838,0,0,0,0.0,,,T+90min,T+90min,6
1228,R-1364,6490872924,6490872925,112.98,residential,0.1447,LOW,0.086,0.022,0.2033,0.1515,0,0,0,0.0,,,T+90min,T+90min,6
1229,R-1368,6490872925,6490872924,112.98,residential,0.1447,LOW,0.086,0.022,0.2033,0.1515,0,0,0,0.0,,,T+90min,T+90min,6
1230,R-1363,6490872924,6490872925,58.83,residential,0.1397,LOW,0.086,0.019,0.1934,0.1416,0,0,0,0.0,,,T+90min,T+90min,6
1231,R-1367,6490872925,6490872924,58.83,residential,0.1397,LOW,0.086,0.019,0.1934,0.1416,0,0,0,0.0,,,T+90min,T+90min,6
1232,R-014,10111287875,13618292025,47.89,residential,0.1074,LOW,0.069,0.012,0.1457,0.1043,0,0,0,0.0,,,T+90min,T+90min,6
1233,R-410,13618292025,10111287875,47.89,residential,0.1074,LOW,0.069,0.012,0.1457,0.1043,0,0,0,0.0,,,T+90min,T+90min,6
1234,R-547,13619401781,13619401781,164.97,residential,0.1036,LOW,0.068,0.012,0.1392,0.0986,0,0,0,0.0,,,T+90min,T+90min,6
1235,R-548,13619401781,13619401781,164.97,residential,0.1036,LOW,0.068,0.012,0.1392,0.0986,0,0,0,0.0,,,T+90min,T+90min,6
1236,R-1365,6490872924,6490872930,10.02,residential,0.0624,LOW,0.016,0.008,0.1088,0.0994,0,0,0,0.0,,,T+90min,T+90min,6
1237,R-1370,6490872930,6490872924,10.02,residential,0.0624,LOW,0.016,0.008,0.1088,0.0994,0,0,0,0.0,,,T+90min,T+90min,6
1238,R-1369,6490872930,12378368427,6.18,residential,0.0622,LOW,0.015,0.008,0.1095,0.1007,0,0,0,0.0,,,T+90min,T+90min,6
1239,R-189,12378368427,6490872930,6.18,residential,0.0622,LOW,0.015,0.008,0.1095,0.1007,0,0,0,0.0,,,T+90min,T+90min,6
1240,R-414,13618292027,13618292030,51.24,residential,0.0565,LOW,0.025,0.006,0.0879,0.0727,0,0,0,0.0,,,T+90min,T+90min,6
1241,R-417,13618292030,13618292027,51.24,residential,0.0565,LOW,0.025,0.006,0.0879,0.0727,0,0,0,0.0,,,T+90min,T+90min,6
1242,R-188,12378368427,12378368426,25.09,residential,0.0562,LOW,0.015,0.006,0.0975,0.0887,0,0,0,0.0,,,T+90min,T+90min,6
1243,R-185,12378368422,6490872930,25.19,residential,0.0562,LOW,0.015,0.006,0.0974,0.0886,0,0,0,0.0,,,T+90min,T+90min,6
1244,R-1036,245667468,12378368426,17.87,residential,0.0481,LOW,0.011,0.004,0.0851,0.0783,0,0,0,0.0,,,T+90min,T+90min,6
1245,R-187,12378368426,245667468,17.87,residential,0.0481,LOW,0.011,0.004,0.0851,0.0783,0,0,0,0.0,,,T+90min,T+90min,6
1246,R-183,12378368422,12378368426,5.99,residential,0.0467,LOW,0.011,0.005,0.0824,0.0756,0,0,0,0.0,,,T+90min,T+90min,6
1247,R-186,12378368426,12378368422,5.99,residential,0.0467,LOW,0.011,0.005,0.0824,0.0756,0,0,0,0.0,,,T+90min,T+90min,6
1248,R-1037,245667468,13618292019,4.23,residential,0.046,LOW,0.009,0.004,0.083,0.0776,0,0,0,0.0,,,T+90min,T+90min,6
1249,R-409,13618292019,245667468,4.23,residential,0.046,LOW,0.009,0.004,0.083,0.0776,0,0,0,0.0,,,T+90min,T+90min,6
1250,R-408,13618292019,13618292027,7.85,residential,0.0431,LOW,0.009,0.004,0.0772,0.0718,0,0,0,0.0,,,T+90min,T+90min,6
1251,R-413,13618292027,13618292019,7.85,residential,0.0431,LOW,0.009,0.004,0.0772,0.0718,0,0,0,0.0,,,T+90min,T+90min,6
1252,R-407,13618292019,13618292025,19.65,residential,0.0388,LOW,0.007,0.003,0.0706,0.0666,0,0,0,0.0,,,T+90min,T+90min,6
1253,R-411,13618292025,13618292019,19.65,residential,0.0388,LOW,0.007,0.003,0.0706,0.0666,0,0,0,0.0,,,T+90min,T+90min,6
1254,R-415,13618292027,13618292030,20.74,residential,0.0369,LOW,0.009,0.004,0.0647,0.0593,0,0,0,0.0,,,T+90min,T+90min,6
1255,R-418,13618292030,13618292027,20.74,residential,0.0369,LOW,0.009,0.004,0.0647,0.0593,0,0,0,0.0,,,T+90min,T+90min,6
1256,R-412,13618292025,13618292030,12.03,residential,0.03,LOW,0.005,0.003,0.0549,0.0519,0,0,0,0.0,,,T+90min,T+90min,6
1257,R-416,13618292030,13618292025,12.03,residential,0.03,LOW,0.005,0.003,0.0549,0.0519,0,0,0,0.0,,,T+90min,T+90min,6
1258,R-543,13619401780,13619401781,15.74,residential,0.0123,LOW,0.002,0.001,0.0227,0.0213,0,0,0,0.0,,,T+90min,T+90min,6
1259,R-546,13619401781,13619401780,15.74,residential,0.0123,LOW,0.002,0.001,0.0227,0.0213,0,0,0,0.0,,,T+90min,T+90min,6
1260,R-1409,6554271017,13619401780,12.32,residential,0.006,LOW,0.001,0.0,0.011,0.0104,0,0,0,0.0,,,T+120min,T+120min,6
1261,R-544,13619401780,6554271017,12.32,residential,0.006,LOW,0.001,0.0,0.011,0.0104,0,0,0,0.0,,,T+120min,T+120min,6
1262,R-081,10772904744,2804481649,69.76,trunk,,UNKNOWN,,,,,0,0,0,,,,,,6
1263,R-082,10840042416,13619396536,18.54,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1264,R-084,10923690270,10923690281,153.14,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1265,R-085,10923690270,6554236451,93.08,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1266,R-086,10923690270,6554236455,37.36,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1267,R-087,10923690281,10923690270,153.14,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1268,R-088,10923690283,10923690287,29.89,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1269,R-089,10923690283,6554236429,13.34,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1270,R-090,10923690283,6554236451,112.47,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1271,R-091,10923690287,10923690283,29.89,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1272,R-092,10923690293,13617292726,6.68,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1273,R-093,10923690293,13617292729,36.91,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1274,R-094,10923690293,2244637068,48.3,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1275,R-095,10924156281,9684698224,68.54,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1276,R-1063,245667960,622060872,43.75,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1277,R-1070,245668029,2244637068,141.2,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1278,R-1071,245668029,623895533,58.72,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1279,R-1072,245668029,6554236441,12.21,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1280,R-1079,245668141,245668208,104.5,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1281,R-1082,245668197,13619403785,22.99,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1282,R-1083,245668197,13619403788,28.94,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1283,R-1084,245668197,622039360,19.56,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1284,R-1085,245668208,13617280082,44.67,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1285,R-1086,245668208,14130497014,194.59,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1286,R-1087,245668208,245668141,104.5,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1287,R-1088,245668226,4342420553,194.56,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1288,R-1092,245668286,13619403787,71.42,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1289,R-1093,245668286,13622445020,9.07,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1290,R-1094,245668286,13622445933,2.71,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1291,R-1095,245668324,13619239369,14.91,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1292,R-1096,245668324,13619243545,58.86,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1293,R-1097,245668324,13619403788,104.46,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1294,R-1098,245668373,9445072347,17.59,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1295,R-1099,245668374,13619500839,8.05,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1296,R-1100,245668374,13619500841,60.13,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1297,R-1101,245668374,2244797706,37.97,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1298,R-1102,245668449,9684698224,16.58,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1299,R-1122,2897024596,245666041,11.16,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1300,R-115,10925943006,13619500841,47.23,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1301,R-116,10925943006,13622503093,9.08,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1302,R-117,10925943006,13622528191,15.5,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1303,R-1177,2897024734,2897024749,99.11,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1304,R-1178,2897024734,631507991,10.02,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1305,R-1185,2897024749,2897024753,7.99,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1306,R-1189,2897024752,12350931356,11.49,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1307,R-1190,2897024753,12350931356,9.43,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1308,R-1191,2897024753,2897024759,11.78,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1309,R-1192,2897024777,2897024753,106.64,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1310,R-1193,2897024777,6491469979,104.67,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1311,R-1236,4342420553,245668226,194.56,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1312,R-1237,4342420553,6554236455,74.37,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1313,R-1284,622039357,622039360,35.27,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1314,R-1285,622039360,245668197,19.56,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1315,R-1286,622039360,622039357,35.27,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1316,R-1294,622060802,2244637068,19.11,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1317,R-1297,622060872,2244637056,101.59,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1318,R-1298,622060872,245667960,43.75,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1319,R-1303,623895532,13617292729,50.08,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1320,R-1304,623895532,6430481233,76.08,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1321,R-1305,623895532,7404757837,82.42,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1322,R-1306,623895533,245668029,58.72,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1323,R-1307,623895533,6554236449,191.44,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1324,R-1308,623895533,7404757837,2.4,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1325,R-1315,631507991,2897024734,10.02,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1326,R-1350,6430481233,623895532,76.08,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1327,R-1351,6489058155,13622435420,52.42,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1328,R-1352,6489058155,13622445936,9.93,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1329,R-1353,6489058155,9445072347,42.55,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1330,R-1381,6491469979,2897024777,104.67,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1331,R-1392,6554236429,10923690283,13.34,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1332,R-1397,6554236441,245668029,12.21,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1333,R-1398,6554236441,6554236449,140.04,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1334,R-1399,6554236449,623895533,191.44,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1335,R-1400,6554236449,6554236441,140.04,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1336,R-1401,6554236449,6554236451,64.09,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1337,R-1402,6554236451,10923690270,93.08,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1338,R-1403,6554236451,10923690283,112.47,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1339,R-1405,6554236451,6554236449,64.09,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1340,R-1406,6554236455,10923690270,37.36,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1341,R-1407,6554236455,4342420553,74.37,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1342,R-146,11054673420,2244637056,46.64,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1343,R-1474,7404757836,7404757837,53.95,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1344,R-1475,7404757837,623895532,82.42,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1345,R-1476,7404757837,623895533,2.4,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1346,R-1477,7404757837,7404757836,53.95,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1347,R-1484,9171835705,13619396529,19.0,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1348,R-1485,9171835705,13619396536,17.29,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1349,R-1486,9171835705,13619678859,53.15,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1350,R-1487,9171835708,13619491182,24.98,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1351,R-1488,9171835708,13619491183,84.09,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1352,R-1489,9171835708,13619491193,36.45,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1353,R-1490,9171835708,13619491193,99.37,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1354,R-1492,9445072347,13619243522,55.21,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1355,R-1493,9445072347,13619463498,9.05,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1356,R-1494,9445072347,245668373,17.59,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1357,R-1495,9445072347,6489058155,42.55,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1358,R-1502,9684698224,10924156281,68.54,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1359,R-1503,9684698224,14130497014,20.89,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1360,R-1504,9684698224,14130497022,12.76,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1361,R-1505,9684698224,245668449,16.58,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1362,R-180,12350931355,2897024749,9.82,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1363,R-181,12350931355,631507991,96.86,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1364,R-182,12350931356,12350931355,8.27,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1365,R-352,13617280082,13617280087,38.42,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1366,R-354,13617280082,245668208,44.67,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1367,R-355,13617280087,13617280082,38.42,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1368,R-356,13617292720,13617292726,31.17,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1369,R-357,13617292720,13617292726,44.62,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1370,R-358,13617292720,13617292729,12.94,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1371,R-359,13617292726,10923690293,6.68,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1372,R-360,13617292726,13617292720,44.62,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1373,R-361,13617292726,13617292720,31.17,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1374,R-362,13617292729,10923690293,36.91,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1375,R-363,13617292729,13617292720,12.94,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1376,R-364,13617292729,623895532,50.08,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1377,R-467,13619239364,13619239365,12.26,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1378,R-468,13619239364,13619239367,21.43,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1379,R-469,13619239364,13619239369,8.07,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1380,R-470,13619239365,13619239364,12.26,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1381,R-471,13619239367,13619239364,21.43,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1382,R-472,13619239367,13619239369,15.13,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1383,R-474,13619239369,13619239364,8.07,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1384,R-475,13619239369,13619239367,15.13,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1385,R-476,13619239369,245668324,14.91,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1386,R-477,13619243522,13619243523,12.05,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1387,R-478,13619243522,13619243545,57.33,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1388,R-479,13619243522,9445072347,55.21,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1389,R-480,13619243523,13619243551,124.29,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1390,R-481,13619243544,13619243551,17.82,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1391,R-482,13619243545,13619243522,57.33,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1392,R-483,13619243545,245668324,58.86,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1393,R-484,13619243551,13619243523,124.29,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1394,R-485,13619243551,13619243544,17.82,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1395,R-486,13619243551,13619243558,33.83,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1396,R-487,13619243558,13619243545,14.22,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1397,R-488,13619243558,13619243551,33.83,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1398,R-536,13619396529,13619396536,36.49,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1399,R-537,13619396529,9171835705,19.0,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1400,R-538,13619396536,10840042416,18.54,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1401,R-539,13619396536,13619396529,36.49,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1402,R-540,13619396536,9171835705,17.29,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1403,R-549,13619403785,13619403794,32.31,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1404,R-550,13619403785,13619678849,18.09,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1405,R-551,13619403785,245668197,22.99,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1406,R-552,13619403787,13619433317,3.94,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1407,R-553,13619403787,13619678849,2.55,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1408,R-554,13619403787,245668286,71.42,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1409,R-555,13619403788,13619403789,21.13,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1410,R-556,13619403788,245668197,28.94,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1411,R-557,13619403788,245668324,104.46,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1412,R-558,13619403789,13619403788,21.13,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1413,R-559,13619403794,13619403785,32.31,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1414,R-563,13619433317,13619403787,3.94,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1415,R-564,13619433317,13619433317,140.77,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1416,R-565,13619433317,13619433317,140.77,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1417,R-573,13619463498,9445072347,9.05,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1418,R-580,13619491182,13619491183,59.67,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1419,R-581,13619491182,13619500839,0.85,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1420,R-582,13619491182,9171835708,24.98,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1421,R-583,13619491183,13619491182,59.67,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1422,R-584,13619491183,13619500841,11.05,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1423,R-585,13619491183,9171835708,84.09,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1424,R-586,13619491193,13619500813,22.86,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1425,R-587,13619491193,9171835708,36.45,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1426,R-588,13619491193,9171835708,99.37,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1427,R-589,13619500809,13619500813,28.95,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1428,R-590,13619500809,13619500813,96.19,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1429,R-591,13619500809,13619500813,122.89,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1430,R-592,13619500813,13619491193,22.86,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1431,R-593,13619500813,13619500809,28.95,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1432,R-594,13619500813,13619500809,96.19,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1433,R-595,13619500813,13619500809,122.89,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1434,R-596,13619500839,13619491182,0.85,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1435,R-597,13619500841,10925943006,47.23,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1436,R-598,13619500841,245668374,60.13,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1437,R-608,13619539391,13619539396,14.57,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1438,R-609,13619539391,13619539396,47.37,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1439,R-610,13619539391,13622435420,16.31,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1440,R-611,13619539396,13619539391,14.57,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1441,R-612,13619539396,13619539391,47.37,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1442,R-613,13619539396,2244797706,35.28,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1443,R-614,13619570121,13619570121,191.6,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1444,R-615,13619570121,13619570121,191.6,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1445,R-616,13619570121,2244797706,14.73,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1446,R-618,13619604480,13622528191,1.56,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1447,R-620,13619678849,13619403785,18.09,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1448,R-621,13619678849,13619403787,2.55,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1449,R-622,13619678849,13619678859,83.26,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1450,R-623,13619678859,13619678849,83.26,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1451,R-624,13619678859,13622445020,12.85,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1452,R-625,13619678859,9171835705,53.15,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1453,R-632,13620903019,13622445031,7.81,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1454,R-633,13620903019,13622445936,24.83,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1455,R-634,13620903019,13622450251,38.98,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1456,R-635,13620903026,13622450256,3.89,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1457,R-672,13622308157,13622308160,36.75,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1458,R-673,13622308160,13622308157,36.75,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1459,R-674,13622308160,13622308161,36.39,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1460,R-675,13622308160,13622308163,93.79,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1461,R-676,13622308161,13622308160,36.39,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1462,R-677,13622308163,13622308160,93.79,tertiary,,UNKNOWN,,,,,0,0,0,,,,,,6
1463,R-678,13622308163,13622308164,43.63,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1464,R-680,13622308164,13622308163,43.63,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1465,R-690,13622435420,13619539391,16.31,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1466,R-691,13622435420,13622435423,8.32,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1467,R-692,13622435420,6489058155,52.42,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1468,R-693,13622435423,13622435420,8.32,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1469,R-694,13622435423,13622435424,14.06,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1470,R-695,13622435423,13622450250,27.16,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1471,R-696,13622435424,13622435423,14.06,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1472,R-697,13622445020,13619678859,12.85,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1473,R-698,13622445020,13622445031,89.79,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1474,R-699,13622445020,245668286,9.07,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1475,R-700,13622445031,13620903019,7.81,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1476,R-701,13622445031,13622445020,89.79,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1477,R-702,13622445031,13622445933,3.46,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1478,R-703,13622445933,13622445031,3.46,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
1479,R-704,13622445933,13622445935,31.17,residential,,UNKNOWN,,,,,0,0,0,,,,,,6
